id,date,user,pc,activity
{0000000068E2-0436ECAA},2010-01-04 07:13:27,PGI3675,PC-0093,Logon
{00000000A051-00A2358C},2010-01-04 07:14:36,XGF2493,PC-0139,Logon
{000000006192-0BC95270},2010-01-04 07:14:38,OLL2272,PC-0087,Logon
{00000000294B-3D2F0162},2010-01-04 07:17:46,GZI8020,PC-0038,Logon
{000000004726-118EC4F1},2010-01-04 07:18:03,LJE6857,PC-0064,Logon
{000000006579-0E85E593},2010-01-04 07:20:32,OQO5535,PC-0090,Logon
{00000000B5CA-32D1ED91},2010-01-04 07:21:02,ZRK4063,PC-0156,Logon
{0000000045F9-124F3493},2010-01-04 07:22:23,LGT9691,PC-0063,Logon
{00000000A187-33D44929},2010-01-04 07:22:31,XGZ9360,PC-0140,Logon
{000000019D25-0CBFE386},2010-01-04 07:27:50,DQV1058,PC-0023,Logoff
{000000005A8F-13CDBE38},2010-01-04 07:28:07,NJT3274,PC-0081,Logon
{00000000559F-1FA9C48F},2010-01-04 07:33:06,NBM1814,PC-0077,Logon
{000000004727-2C5469D8},2010-01-04 07:34:07,LJE6857,PC-0151,Logon
{00000000313D-2E603BB3},2010-01-04 07:34:15,IAC0900,PC-0045,Logon
{000000007858-01457D9C},2010-01-04 07:39:28,SDT4191,PC-0106,Logon
{000000004253-167C82C4},2010-01-04 07:41:02,KVI1669,PC-0060,Logon
{000000009F35-198F3148},2010-01-04 07:43:09,XDT1792,PC-0138,Logon
{000000008EF5-2155CE2D},2010-01-04 07:44:49,VDL1237,PC-0125,Logon
{0000000027C3-3ABC147B},2010-01-04 07:45:39,GUG7168,PC-0037,Logon
{00000001A848-39FAAF30},2010-01-04 07:46:31,LWC6973,PC-0068,Logoff
{0000000040C4-1487E6D5},2010-01-04 07:51:00,KJX0944,PC-0059,Logon
{000000011FE8-1001F564},2010-01-04 07:52:32,OQO5535,PC-0079,Logoff
{000000008BC4-2FF2015D},2010-01-04 07:53:14,UUU6648,PC-0122,Logon
{000000003627-16F60B17},2010-01-04 07:55:12,IIY1438,PC-0050,Logon
{00000000080A-38A825C8},2010-01-04 07:55:53,BMU1894,PC-0008,Logon
{00000000B943-320B95FC},2010-01-04 07:58:58,ZWV4627,PC-0159,Logon
{0000000075EA-36D7853D},2010-01-04 08:02:05,RUT1946,PC-0104,Logon
{000000009060-2588D3A5},2010-01-04 08:02:52,VFU0073,PC-0126,Logon
{000000007CD5-0D8BCE1D},2010-01-04 08:02:58,TPH4125,PC-0110,Logon
{00000000B6F7-1DE6DDAF},2010-01-04 08:10:39,ZUI9718,PC-0157,Logon
{000000002FA3-174D4691},2010-01-04 08:13:29,HVG7968,PC-0044,Logon
{0000000114FE-0AD9375D},2010-01-04 08:14:07,NJT3274,PC-0081,Logoff
{0000000025B1-29F9FC5F},2010-01-04 08:14:41,GHU9488,PC-0035,Logon
{000000003D1D-1EFE470C},2010-01-04 08:15:18,JXM6997,PC-0093,Logon
{00000000A5A7-22D25A9B},2010-01-04 08:15:39,XXP1655,PC-0143,Logon
{000000000323-068A8A40},2010-01-04 08:15:59,ATM7194,PC-0003,Logon
{0000000049CC-0C640E15},2010-01-04 08:17:20,LMQ7847,PC-0066,Logon
{000000003848-16A410E6},2010-01-04 08:18:28,JDE8246,PC-0052,Logon
{0000000044D8-15BEF856},2010-01-04 08:20:06,LDO0211,PC-0062,Logon
{000000010068-1F0786C1},2010-01-04 08:22:23,LGT9691,PC-0063,Logoff
{000000006039-0276E0E2},2010-01-04 08:22:44,OET6830,PC-0086,Logon
{000000005D26-020CE933},2010-01-04 08:23:28,NRU3936,PC-0083,Logon
{000000009DA9-0A4A858E},2010-01-04 08:25:13,WVH6316,PC-0137,Logon
{000000015BF6-1A18E313},2010-01-04 08:27:31,XGZ9360,PC-0140,Logoff
{000000008CF4-1F335173},2010-01-04 08:29:19,VBL5911,PC-0123,Logon
{00000000F096-0D78DA27},2010-01-04 08:30:12,IIY1438,PC-0050,Logoff
{000000012351-0732C101},2010-01-04 08:30:27,PGI3675,PC-0153,Logoff
{0000000068E3-2272CACF},2010-01-04 08:32:49,PGI3675,PC-0093,Logon
{000000003972-0621E055},2010-01-04 08:35:33,JMM0438,PC-0053,Logon
{000000005F42-3F88734E},2010-01-04 08:36:58,OEM8566,PC-0085,Logon
{0000000075ED-2DFC8305},2010-01-04 08:37:43,RUT1946,PC-0104,Logon
{0000000012A3-2229C277},2010-01-04 08:38:13,DLS2023,PC-0065,Logon
{0000000053C5-1A259268},2010-01-04 08:40:34,MSH7807,PC-0152,Logon
{0000000016B7-2DB7081B},2010-01-04 08:41:00,DPC6498,PC-0022,Logon
{000000013059-006EC934},2010-01-04 08:42:05,RUT1946,PC-0104,Logoff
{00000000B222-1FFDBF1E},2010-01-04 08:42:20,ZHD4885,PC-0153,Logon
{00000000B801-277B161D},2010-01-04 08:45:11,ZWA2339,PC-0158,Logon
{000000011C01-25CDBE84},2010-01-04 08:47:38,OLL2272,PC-0087,Logoff
{000000014ACF-20CE49EE},2010-01-04 08:48:52,VFU0073,PC-0126,Logoff
{000000010195-3B94E661},2010-01-04 08:49:03,LJE6857,PC-0064,Logoff
{000000009637-2227BE22},2010-01-04 08:49:36,VVY1052,PC-0131,Logon
{0000000093AF-3594A9A9},2010-01-04 08:50:55,VNI5142,PC-0129,Logon
{00000000FF47-0FDB4720},2010-01-04 08:51:06,LDO0211,PC-0062,Logoff
{00000000232C-3CE517DB},2010-01-04 08:54:56,GGZ7460,PC-0033,Logon
{0000000081BF-286BF97B},2010-01-04 08:57:09,TVL8047,PC-0114,Logon
{000000003F55-27C5F8C8},2010-01-04 08:57:37,KIX3704,PC-0058,Logon
{000000006B13-2ABD79AE},2010-01-04 08:59:12,PPH0228,PC-0095,Logon
{00000000A5AA-35C44369},2010-01-04 09:01:37,XXP1655,PC-0143,Logon
{00000000011F-3A6D5B24},2010-01-04 09:06:00,ADG1145,PC-0001,Logon
{000000002EA2-0C454698},2010-01-04 09:06:02,HMR4907,PC-0043,Logon
{000000001E8F-09BCB43F},2010-01-04 09:12:47,ETS3545,PC-0029,Logon
{000000000242-34BB5428},2010-01-04 09:13:58,ASC7389,PC-0002,Logon
{0000000015BF-09763B43},2010-01-04 09:15:12,DOO3709,PC-0021,Logon
{000000000324-30D9ACA7},2010-01-04 09:15:50,ATM7194,PC-0003,Logon
{000000000A5A-33F4BBEA},2010-01-04 09:18:21,CCL9026,PC-0010,Logon
{000000006037-0F61D3B1},2010-01-04 09:18:26,OET6830,PC-0086,Logon
{00000001A6A9-20B1FC02},2010-01-04 09:19:45,KVI1669,PC-0060,Logoff
{0000000049CD-3B28EB3F},2010-01-04 09:24:18,LMQ7847,PC-0066,Logon
{00000000AADC-322B057A},2010-01-04 09:25:25,YLE8326,PC-0147,Logon
{0000000150A6-12B75595},2010-01-04 09:25:36,VVY1052,PC-0131,Logoff
{000000005A8E-361C128E},2010-01-04 09:26:39,NJT3274,PC-0081,Logon
{000000001097-25160C0E},2010-01-04 09:27:42,DHG6594,PC-0120,Logon
{000000013C2E-35D52740},2010-01-04 09:28:09,TVL8047,PC-0114,Logoff
{0000000019E9-29EAA2A7},2010-01-04 09:28:25,DYK4823,PC-0025,Logon
{000000004DA8-0687B0C3},2010-01-04 09:28:55,LYE5717,PC-0069,Logon
{000000011244-15FAD95F},2010-01-04 09:29:08,NHY9248,PC-0079,Logoff
{00000000F78C-1DE4C8F3},2010-01-04 09:31:18,JXM6997,PC-0056,Logoff
{00000000232B-2E2E7453},2010-01-04 09:33:50,GGZ7460,PC-0033,Logon
{00000000212C-3652F0EC},2010-01-04 09:35:37,FCN9756,PC-0031,Logon
{000000002FA4-31B66786},2010-01-04 09:36:48,HVG7968,PC-0044,Logon
{000000006193-11FCA26D},2010-01-04 09:36:57,OLL2272,PC-0087,Logon
{00000001043B-07488A68},2010-01-04 09:37:20,LMQ7847,PC-0066,Logoff
{00000000725F-2FFECD6A},2010-01-04 09:37:44,QUT1345,PC-0101,Logon
{00000000B47A-091687C5},2010-01-04 09:39:59,ZPL3468,PC-0155,Logon
{000000014964-273A68D7},2010-01-04 09:40:49,VDL1237,PC-0125,Logoff
{000000008998-24FD2A3E},2010-01-04 09:41:09,UQK8227,PC-0120,Logon
{00000000A448-1CE73F9F},2010-01-04 09:43:14,XTJ9675,PC-0142,Logon
{0000000026BC-096AB6B5},2010-01-04 09:45:15,GRQ1397,PC-0036,Logon
{000000007CD6-3EF3D9C5},2010-01-04 09:46:39,TPH4125,PC-0110,Logon
{000000007E2E-058E3A4F},2010-01-04 09:47:31,TPY8677,PC-0111,Logon
{00000000AADD-043DD0BF},2010-01-04 09:49:21,YLE8326,PC-0147,Logon
{00000001A383-1AB87723},2010-01-04 09:53:37,ICP9160,PC-0046,Logoff
{000000002A3A-1521B5DC},2010-01-04 09:56:26,HBA3736,PC-0039,Logon
{0000000073A7-1CF76536},2010-01-04 10:00:42,RCE5876,PC-0102,Logon
{00000000B322-05D7305A},2010-01-04 10:00:55,ZIF9528,PC-0154,Logon
{000000011795-11AF0CFA},2010-01-04 10:04:28,NRU3936,PC-0083,Logoff
{000000001D19-30CD8F4A},2010-01-04 10:05:17,EIR1445,PC-0028,Logon
{000000009DAA-2718B702},2010-01-04 10:05:21,WVH6316,PC-0137,Logon
{00000000E232-1915C50D},2010-01-04 10:05:39,GUG7168,PC-0037,Logoff
{000000013744-3A4EA699},2010-01-04 10:07:58,TPH4125,PC-0110,Logoff
{00000000D458-1483E948},2010-01-04 10:09:25,DYK4823,PC-0025,Logoff
{0000000012A4-1ED76496},2010-01-04 10:09:52,DLS2023,PC-0018,Logon
{000000012582-332C627A},2010-01-04 10:11:12,PPH0228,PC-0095,Logoff
{00000000D126-1537B62A},2010-01-04 10:12:00,DPC6498,PC-0022,Logoff
{00000000AD69-377D0368},2010-01-04 10:13:17,YST5811,PC-0149,Logon
{000000010E34-288587D0},2010-01-04 10:15:34,MSH7807,PC-0141,Logoff
{00000000777E-3020A196},2010-01-04 10:15:49,SBF1746,PC-0105,Logon
{00000001043C-33E846AF},2010-01-04 10:17:18,LMQ7847,PC-0066,Logoff
{000000000642-32545C16},2010-01-04 10:18:57,AZE5960,PC-0006,Logon
{000000004724-0182BE2D},2010-01-04 10:20:36,LJE6857,PC-0064,Logon
{000000016EE9-22A331E6},2010-01-04 10:22:59,ZPL3468,PC-0155,Logoff
{0000000013B9-226496AB},2010-01-04 10:23:00,DNM3159,PC-0019,Logon
{000000007859-1A9B4E64},2010-01-04 10:23:01,SDT4191,PC-0106,Logon
{000000003310-16B48686},2010-01-04 10:23:30,ICR6722,PC-0047,Logon
{000000015AC0-1E43A449},2010-01-04 10:23:36,XGF2493,PC-0139,Logoff
{000000010196-36E6DDA2},2010-01-04 10:24:07,LJE6857,PC-0064,Logoff
{0000000119B1-218C9E44},2010-01-04 10:26:58,OEM8566,PC-0085,Logoff
{000000002CC4-2F85F52E},2010-01-04 10:27:08,HLN2478,PC-0041,Logon
{00000000A052-10FFEC82},2010-01-04 10:27:37,XGF2493,PC-0139,Logon
{000000002467-0690FE5E},2010-01-04 10:28:08,GHR6302,PC-0034,Logon
{000000003D1E-3965F0AD},2010-01-04 10:28:10,JXM6997,PC-0056,Logon
{000000008A70-2801A6CA},2010-01-04 10:28:38,USS4618,PC-0121,Logon
{000000002020-27A21DC7},2010-01-04 10:28:44,EYT8043,PC-0030,Logon
{000000014763-0A62D797},2010-01-04 10:29:19,VBL5911,PC-0123,Logoff
{000000003629-2F3D782A},2010-01-04 10:31:04,IIY1438,PC-0050,Logon
{00000000056F-02E70200},2010-01-04 10:33:02,AYY2409,PC-0005,Logon
{000000016EE7-2C1AE100},2010-01-04 10:33:07,ZPL3468,PC-0155,Logoff
{000000012BE9-397D5CE0},2010-01-04 10:33:55,QSC3123,PC-0100,Logoff
{000000008438-237E195A},2010-01-04 10:34:19,UBE4939,PC-0116,Logon
{0000000051FD-16684099},2010-01-04 10:35:00,MLE3810,PC-0073,Logon
{000000011C02-32E2F8A4},2010-01-04 10:35:57,OLL2272,PC-0087,Logoff
{000000003D1B-29FB5698},2010-01-04 10:36:34,JXM6997,PC-0056,Logon
{00000000785B-0DBAF56F},2010-01-04 10:37:43,SDT4191,PC-0106,Logon
{000000012CCE-3B07B321},2010-01-04 10:37:44,QUT1345,PC-0101,Logoff
{00000000092B-2C024061},2010-01-04 10:38:01,BZL8931,PC-0009,Logon
{00000000E020-2443EA91},2010-01-04 10:38:41,GHU9488,PC-0035,Logoff
{0000000014D7-27C2E2F5},2010-01-04 10:39:00,DON7838,PC-0020,Logon
{00000000371B-18FED856},2010-01-04 10:40:30,IVL8082,PC-0051,Logon
{00000000F2B7-07798EBF},2010-01-04 10:41:28,JDE8246,PC-0052,Logoff
{000000006297-3D29322D},2010-01-04 10:44:20,OLN5687,PC-0088,Logon
{00000001305C-0CE40104},2010-01-04 10:46:43,RUT1946,PC-0104,Logoff
{00000000B0A0-3FA7BACA},2010-01-04 10:47:19,ZFH4085,PC-0152,Logon
{00000000EA12-3139A5CB},2010-01-04 10:48:29,HVG7968,PC-0044,Logoff
{000000017039-0EBB9355},2010-01-04 10:50:02,ZRK4063,PC-0156,Logoff
{0000000063D3-33D15C9B},2010-01-04 10:51:09,OMU2669,PC-0089,Logon
{000000002B63-03DBD0E8},2010-01-04 10:51:34,HDA6776,PC-0040,Logon
{000000012352-1E1B4D4B},2010-01-04 10:51:49,PGI3675,PC-0093,Logoff
{00000000EA13-0777BC10},2010-01-04 10:52:48,HVG7968,PC-0044,Logoff
{000000015818-04FBC73D},2010-01-04 10:53:13,WVH6316,PC-0137,Logoff
{00000000BD92-34CAD11F},2010-01-04 10:53:59,ATM7194,PC-0003,Logoff
{00000000C0B2-1D7DBEF7},2010-01-04 10:54:48,AZE5960,PC-0006,Logoff
{000000007CD8-187C11BD},2010-01-04 10:54:57,TPH4125,PC-0110,Logon
{000000011AA8-09E0BE54},2010-01-04 10:55:44,OET6830,PC-0086,Logoff
{0000000173B2-3EFD3CD1},2010-01-04 10:57:58,ZWV4627,PC-0159,Logoff
{000000009543-10FD2792},2010-01-04 10:58:27,VVU9026,PC-0130,Logon
{0000000063D4-1E4C8AE4},2010-01-04 10:58:48,OMU2669,PC-0046,Logon
{0000000034E7-3D50926D},2010-01-04 11:00:31,IFO6698,PC-0049,Logon
{0000000018C6-33D28C86},2010-01-04 11:00:31,DXC7486,PC-0024,Logon
{00000000E3BA-0751FB80},2010-01-04 11:00:46,GZI8020,PC-0038,Logoff
{00000000EBAC-3454AD76},2010-01-04 11:01:15,IAC0900,PC-0045,Logoff
{000000016C91-1E7DAF3A},2010-01-04 11:02:20,ZHD4885,PC-0117,Logoff
{0000000085A3-20733679},2010-01-04 11:04:18,UEH9251,PC-0117,Logon
{00000001100E-03B05D1B},2010-01-04 11:05:06,NBM1814,PC-0077,Logoff
{00000000C4C9-182B7638},2010-01-04 11:06:21,CCL9026,PC-0010,Logoff
{000000009181-0D545829},2010-01-04 11:06:50,VIZ5045,PC-0127,Logon
{000000010193-2FCFAAEF},2010-01-04 11:07:36,LJE6857,PC-0064,Logoff
{000000017166-30C960A2},2010-01-04 11:11:39,ZUI9718,PC-0157,Logoff
{000000005B97-03627AEA},2010-01-04 11:12:19,NRI9556,PC-0082,Logon
{000000014407-15B02E07},2010-01-04 11:13:09,UQK8227,PC-0120,Logoff
{000000000D32-1E35A3E9},2010-01-04 11:16:05,CQZ8674,PC-0154,Logon
{0000000068E1-018F96E0},2010-01-04 11:16:25,PGI3675,PC-0093,Logon
{00000000B802-2D2FFBAA},2010-01-04 11:16:48,ZWA2339,PC-0158,Logon
{000000014633-32D7396E},2010-01-04 11:17:14,UUU6648,PC-0122,Logoff
{00000000E911-34FED64B},2010-01-04 11:18:02,HMR4907,PC-0043,Logoff
{00000000AE5C-39D39E66},2010-01-04 11:19:51,ZDH5063,PC-0150,Logon
{000000006F42-3094D1F4},2010-01-04 11:19:58,QHQ5150,PC-0098,Logon
{00000000FCC2-12520607},2010-01-04 11:20:02,KVI1669,PC-0060,Logoff
{00000000D788-2A820D64},2010-01-04 11:20:17,EIR1445,PC-0028,Logoff
{000000015AC1-11C2CB1B},2010-01-04 11:20:37,XGF2493,PC-0139,Logoff
{0000000132C7-01CAAC67},2010-01-04 11:21:28,SDT4191,PC-0007,Logoff
{00000000CD13-01C4C765},2010-01-04 11:23:52,DLS2023,PC-0018,Logoff
{0000000081BC-0A819D36},2010-01-04 11:24:52,TVL8047,PC-0114,Logon
{00000000DED6-3BBD5EB4},2010-01-04 11:26:08,GHR6302,PC-0034,Logoff
{000000011D06-16316BFD},2010-01-04 11:27:20,OLN5687,PC-0088,Logoff
{00000000DD9A-269DCAF1},2010-01-04 11:28:50,GGZ7460,PC-0033,Logoff
{000000000E51-34B72195},2010-01-04 11:29:10,CUR4388,PC-0014,Logon
{00000000435E-2D7DB10D},2010-01-04 11:33:54,KYR0991,PC-0061,Logon
{000000009F36-1BC1365A},2010-01-04 11:33:56,XDT1792,PC-0138,Logon
{000000011AA6-10336127},2010-01-04 11:34:26,OET6830,PC-0086,Logoff
{0000000017F3-15F08508},2010-01-04 11:35:27,DQV1058,PC-0023,Logon
{00000000DD9B-12E66568},2010-01-04 11:35:56,GGZ7460,PC-0033,Logoff
{000000006038-362007EB},2010-01-04 11:36:05,OET6830,PC-0086,Logon
{0000000159A4-3549C5BA},2010-01-04 11:37:09,XDT1792,PC-0138,Logoff
{00000000118C-08AF2E90},2010-01-04 11:37:17,DJY4258,PC-0022,Logon
{000000016016-070D0B3D},2010-01-04 11:37:39,XXP1655,PC-0068,Logoff
{00000000F3E1-321B7811},2010-01-04 11:39:33,JMM0438,PC-0037,Logoff
{00000000FB33-1DD4AD10},2010-01-04 11:40:00,KJX0944,PC-0059,Logoff
{000000017270-2B9F3EE4},2010-01-04 11:42:11,ZWA2339,PC-0158,Logoff
{0000000050F2-209F5AEA},2010-01-04 11:42:25,MGI5307,PC-0072,Logon
{00000000E5D2-248B2E10},2010-01-04 11:42:34,HDA6776,PC-0040,Logoff
{000000002466-07A6E784},2010-01-04 11:42:43,GHR6302,PC-0034,Logon
{000000009A25-25514602},2010-01-04 11:42:44,WBM5944,PC-0134,Logon
{00000000B221-33E8EC54},2010-01-04 11:43:20,ZHD4885,PC-0153,Logon
{0000000075EB-3E6E91DA},2010-01-04 11:43:33,RUT1946,PC-0104,Logon
{00000000C279-33EF9245},2010-01-04 11:45:53,BMU1894,PC-0008,Logoff
{000000008861-32319000},2010-01-04 11:48:51,ULT2722,PC-0119,Logon
{00000000BB8E-2AB416F4},2010-01-04 11:49:00,ADG1145,PC-0001,Logoff
{0000000074AB-3E38B173},2010-01-04 11:53:06,RLI6273,PC-0103,Logon
{000000001C0F-17D44944},2010-01-04 11:54:53,EHP1536,PC-0027,Logon
{00000000F098-1FC34A3D},2010-01-04 11:55:04,IIY1438,PC-0050,Logoff
{000000013745-22670FA2},2010-01-04 11:59:39,TPH4125,PC-0110,Logoff
{00000000F78A-0A2478B6},2010-01-04 12:01:34,JXM6997,PC-0056,Logoff
{000000016D91-0574DD47},2010-01-04 12:02:55,ZIF9528,PC-0154,Logoff
{000000009180-09E37F7F},2010-01-04 12:03:23,VIZ5045,PC-0127,Logon
{00000000F9C4-0D44CBBB},2010-01-04 12:04:37,KIX3704,PC-0058,Logoff
{0000000063D2-0AA79BBC},2010-01-04 12:04:48,OMU2669,PC-0089,Logon
{000000008E13-2824AC35},2010-01-04 12:04:49,VBW2813,PC-0124,Logon
{0000000159A5-3046DA75},2010-01-04 12:04:56,XDT1792,PC-0138,Logoff
{00000000CD12-00D45B1A},2010-01-04 12:05:13,DLS2023,PC-0018,Logoff
{00000000E12B-29CCAF87},2010-01-04 12:05:15,GRQ1397,PC-0036,Logoff
{00000000CB06-3B0091A5},2010-01-04 12:05:42,DHG6594,PC-0016,Logoff
{000000013747-17A70E5C},2010-01-04 12:06:57,TPH4125,PC-0110,Logoff
{0000000081BD-3E733D2D},2010-01-04 12:09:05,TVL8047,PC-0114,Logon
{000000000B5D-0E9EF990},2010-01-04 12:09:19,COU3039,PC-0011,Logon
{000000014E1E-258D1293},2010-01-04 12:09:55,VNI5142,PC-0129,Logoff
{0000000049CA-3D0D6AD6},2010-01-04 12:11:18,LMQ7847,PC-0066,Logon
{000000015819-16C166AE},2010-01-04 12:13:21,WVH6316,PC-0137,Logoff
{0000000114FD-33028DD5},2010-01-04 12:14:39,NJT3274,PC-0081,Logoff
{000000007A88-083C3FD4},2010-01-04 12:14:43,SHV5792,PC-0108,Logon
{0000000131ED-172BEFC6},2010-01-04 12:14:49,SBF1746,PC-0105,Logoff
{000000007BD9-3FCAEB31},2010-01-04 12:15:46,SSY7686,PC-0109,Logon
{00000000D262-13047A84},2010-01-04 12:16:27,DQV1058,PC-0056,Logoff
{000000002DC0-282DCA39},2010-01-04 12:19:03,HLZ9923,PC-0042,Logon
{000000010C6C-3B467951},2010-01-04 12:20:00,MLE3810,PC-0073,Logoff
{000000003F56-057BEB4A},2010-01-04 12:20:34,KIX3704,PC-0058,Logon
{0000000034E6-24E447FF},2010-01-04 12:23:35,IFO6698,PC-0049,Logon
{00000000885F-303ABE6D},2010-01-04 12:24:26,ULT2722,PC-0119,Logon
{000000000570-249643BD},2010-01-04 12:25:06,AYY2409,PC-0005,Logon
{000000016B0F-2FBF22C3},2010-01-04 12:26:19,ZFH4085,PC-0152,Logoff
{000000009DAB-101C1171},2010-01-04 12:27:45,WVH6316,PC-0137,Logon
{00000000EF56-2A4DA031},2010-01-04 12:29:31,IFO6698,PC-0049,Logoff
{00000000989D-29317F4B},2010-01-04 12:29:31,WAR1091,PC-0041,Logon
{00000000A7D0-257B34C0},2010-01-04 12:30:27,YDM6963,PC-0145,Logon
{000000006E10-195FB08F},2010-01-04 12:34:56,QCT4158,PC-0097,Logon
{000000014FB2-2A1A3C72},2010-01-04 12:36:27,VVU9026,PC-0130,Logoff
{000000010817-34E18E85},2010-01-04 12:36:55,LYE5717,PC-0137,Logoff
{0000000132C8-2A067B0D},2010-01-04 12:37:01,SDT4191,PC-0106,Logoff
{00000000F78D-32E6805E},2010-01-04 12:37:10,JXM6997,PC-0056,Logoff
{000000000322-1F8E9567},2010-01-04 12:39:29,ATM7194,PC-0003,Logon
{000000006730-2122D0FB},2010-01-04 12:40:44,PAJ4367,PC-0092,Logon
{0000000167D8-133AF481},2010-01-04 12:43:17,YST5811,PC-0149,Logoff
{000000005B98-0077463B},2010-01-04 12:43:26,NRI9556,PC-0082,Logon
{000000016019-3316CAE7},2010-01-04 12:43:37,XXP1655,PC-0143,Logoff
{000000000000-262FC023},2010-01-04 12:43:52,ADB8311,PC-0000,Logon
{00000000A940-212BB64F},2010-01-04 12:45:59,YIO5206,PC-0114,Logon
{000000007A85-09D0D685},2010-01-04 12:47:04,SHV5792,PC-0108,Logon
{000000000736-0C7CF014},2010-01-04 12:47:18,BFH3103,PC-0007,Logon
{00000000BD93-06CAF18D},2010-01-04 12:47:50,ATM7194,PC-0003,Logoff
{00000000A7D1-1E22DA1E},2010-01-04 12:49:45,YDM6963,PC-0145,Logon
{000000006A1E-2C4B462B},2010-01-04 12:52:43,PJY0876,PC-0094,Logon
{00000000C39A-35F36430},2010-01-04 12:53:01,BZL8931,PC-0009,Logoff
{00000000C0B1-2E384899},2010-01-04 12:53:57,AZE5960,PC-0006,Logoff
{000000012F1A-3FF5DBAF},2010-01-04 12:54:06,RLI6273,PC-0103,Logoff
{00000001305A-054EF264},2010-01-04 12:55:33,RUT1946,PC-0104,Logoff
{00000000885E-09EDBAF6},2010-01-04 12:55:47,ULT2722,PC-0119,Logon
{000000007A86-2DA25570},2010-01-04 12:58:11,SHV5792,PC-0108,Logon
{000000010439-3043FB2C},2010-01-04 12:58:18,LMQ7847,PC-0066,Logoff
{000000004C4C-2B7DC881},2010-01-04 12:58:19,LWC6973,PC-0068,Logon
{00000000C8C0-3197B1C3},2010-01-04 12:59:10,CUR4388,PC-0014,Logoff
{00000000DA8F-2A734D27},2010-01-04 13:00:44,EYT8043,PC-0030,Logoff
{000000017271-19B9B3AF},2010-01-04 13:00:48,ZWA2339,PC-0158,Logoff
{00000000212B-0BDD5571},2010-01-04 13:02:56,FCN9756,PC-0031,Logon
{000000009DAC-16D379C6},2010-01-04 13:03:09,WVH6316,PC-0137,Logon
{0000000132CA-0019CF2B},2010-01-04 13:03:43,SDT4191,PC-0106,Logoff
{00000000AFB4-2C21671F},2010-01-04 13:03:56,ZFG0374,PC-0151,Logon
{000000013C2C-2F586DAA},2010-01-04 13:04:05,TVL8047,PC-0114,Logoff
{00000000C7A1-246184E3},2010-01-04 13:04:05,CQZ8674,PC-0013,Logoff
{000000015EB7-34209664},2010-01-04 13:05:14,XTJ9675,PC-0142,Logoff
{00000000BCB1-327379F9},2010-01-04 13:05:58,ASC7389,PC-0002,Logoff
{000000009C5A-3AF28CD9},2010-01-04 13:07:31,WOC7649,PC-0136,Logon
{000000003221-0E46B67F},2010-01-04 13:07:48,ICP9160,PC-0046,Logon
{00000000DB9B-2409164C},2010-01-04 13:10:37,FCN9756,PC-0031,Logoff
{00000000D8FE-06DE2701},2010-01-04 13:10:47,ETS3545,PC-0029,Logoff
{000000012E16-1882AE3B},2010-01-04 13:12:42,RCE5876,PC-0102,Logoff
{0000000017F5-0CF74070},2010-01-04 13:12:56,DQV1058,PC-0023,Logon
