id,date,user,pc,filename,content
{00000002299F-19EF4015},2010-01-04 10:16:35,HDA6776,PC-0040,05901E.pdf,D0-CF-11-E0
{000000026666-18D0849C},2010-01-04 10:21:25,NJE9267,PC-0080,F5CF89.pdf,D0-CF-11-E0
{000000029118-05CCE840},2010-01-04 10:21:29,UBE4939,PC-0116,F80516.doc,D0-CF-11-E0
{000000020743-16555F47},2010-01-04 10:21:38,DNM3159,PC-0019,AF8C38.pdf,D0-CF-11-E0
{00000002C553-2D1A023D},2010-01-04 10:28:55,ZIF9528,PC-0154,C33AFE.zip,D0-CF-11-E0
{0000000213D3-36AC79F8},2010-01-04 10:34:18,DQV1058,PC-0023,64224F.pdf,D0-CF-11-E0
{00000001FCA9-36C68B4B},2010-01-04 10:35:21,COX0638,PC-0012,FF8E5D.pdf,D0-CF-11-E0
{0000000271BD-18CA667A},2010-01-04 10:37:19,OYC3975,PC-0091,DB3BEF.zip,D0-CF-11-E0
{0000000280B4-3B077F6F},2010-01-04 10:37:37,RUT1946,PC-0104,CD3F6E.txt,D0-CF-11-E0
{000000020F37-3239C9FE},2010-01-04 10:38:28,DPC6498,PC-0022,C01BEF.txt,D0-CF-11-E0
{00000002899F-12486024},2010-01-04 10:40:55,SHV5792,PC-0108,4D827F.txt,D0-CF-11-E0
{000000027858-3DFF156C},2010-01-04 10:42:16,QCT4158,PC-0097,A880EC.txt,D0-CF-11-E0
{00000002C5E9-0A206E7D},2010-01-04 10:42:30,ZPL3468,PC-0155,628055.doc,D0-CF-11-E0
{000000025CA4-206FE84E},2010-01-04 10:43:52,MGI5307,PC-0072,61DAC4.doc,D0-CF-11-E0
{000000021ED1-13C5DA98},2010-01-04 10:44:01,GGB1397,PC-0032,CAD5A0.txt,D0-CF-11-E0
{000000022642-3C98634A},2010-01-04 10:44:34,HBA3736,PC-0039,880090.zip,D0-CF-11-E0
{00000002979F-2D6EEC64},2010-01-04 10:51:55,USS4618,PC-0121,774EAA.txt,D0-CF-11-E0
{00000002241F-04A08EC2},2010-01-04 10:52:42,GUG7168,PC-0037,E02575.txt,D0-CF-11-E0
{00000002AD9E-095191B7},2010-01-04 10:53:46,XDT1792,PC-0138,1D7AA1.pdf,D0-CF-11-E0
{000000022648-3012782B},2010-01-04 10:54:39,HBA3736,PC-0039,0470C9.png,D0-CF-11-E0
{00000002192E-07EE39EB},2010-01-04 10:55:25,EYT8043,PC-0030,129323.txt,D0-CF-11-E0
{000000026893-293854E3},2010-01-04 11:00:20,NJT3274,PC-0081,5B33FA.zip,D0-CF-11-E0
{000000026FC7-074B40B2},2010-01-04 11:02:57,OQO5535,PC-0090,6AE980.pdf,D0-CF-11-E0
{0000000229D9-3FCF4770},2010-01-04 11:03:45,HLN2478,PC-0041,0CF50C.pdf,D0-CF-11-E0
{00000002192F-3B15E254},2010-01-04 11:04:18,EYT8043,PC-0030,87F8ED.pdf,D0-CF-11-E0
{00000002AD40-2D9E6B57},2010-01-04 11:05:27,WVH6316,PC-0137,8D0B8D.zip,D0-CF-11-E0
{0000000271BB-2EB87DEA},2010-01-04 11:11:51,OYC3975,PC-0091,CBDD25.doc,D0-CF-11-E0
{000000029119-31F8F348},2010-01-04 11:14:28,UBE4939,PC-0116,577965.jpg,D0-CF-11-E0
{0000000205C6-064A1853},2010-01-04 11:15:43,DLS2023,PC-0018,B81F02.doc,D0-CF-11-E0
{000000022646-267599D3},2010-01-04 11:15:54,HBA3736,PC-0039,857664.doc,D0-CF-11-E0
{000000020F35-2394C594},2010-01-04 11:16:17,DPC6498,PC-0022,B9CE19.doc,D0-CF-11-E0
{000000023B90-2F54F347},2010-01-04 11:16:20,JMM0438,PC-0053,B21154.png,D0-CF-11-E0
{0000000250E0-2B397ABA},2010-01-04 11:19:48,LDO0211,PC-0062,1FAF1B.pdf,D0-CF-11-E0
{00000002ADA0-3C30F577},2010-01-04 11:20:26,XDT1792,PC-0138,AE7DD1.jpg,D0-CF-11-E0
{00000002756C-3DFF3312},2010-01-04 11:23:33,PJY0876,PC-0094,2422A8.png,D0-CF-11-E0
{0000000244F1-229891ED},2010-01-04 11:25:14,JXM6997,PC-0056,00E319.txt,D0-CF-11-E0
{00000001F663-26608DBE},2010-01-04 11:26:47,AUI6616,PC-0004,56FEBA.zip,D0-CF-11-E0
{00000002B252-30D19646},2010-01-04 11:27:42,XGF2493,PC-0139,241916.pdf,D0-CF-11-E0
{000000023B98-3FDDAC3C},2010-01-04 11:28:52,JMM0438,PC-0053,AA25ED.doc,D0-CF-11-E0
{000000022E8C-2BE1E835},2010-01-04 11:29:20,IAC0900,PC-0045,2E1BD7.jpg,D0-CF-11-E0
{000000029C10-05CE96E6},2010-01-04 11:43:57,VBW2813,PC-0124,8E097B.jpg,D0-CF-11-E0
{000000022BB1-0A4D917B},2010-01-04 11:45:40,HMR4907,PC-0043,7EEAC8.doc,D0-CF-11-E0
{000000028C3E-03C0D3F4},2010-01-04 11:46:00,TPH4125,PC-0110,8FBBBA.doc,D0-CF-11-E0
{0000000253BF-372D0A67},2010-01-04 11:46:06,LJE6857,PC-0064,EB94F2.doc,D0-CF-11-E0
{000000026287-3635F1CF},2010-01-04 11:47:21,NDV4503,PC-0078,0BF33E.pdf,D0-CF-11-E0
{000000029117-22CB1597},2010-01-04 11:48:10,UBE4939,PC-0116,B83608.pdf,D0-CF-11-E0
{00000002A7A1-171B71FE},2010-01-04 11:49:18,VVY1052,PC-0131,85C00E.txt,D0-CF-11-E0
{000000025DE3-09A64F18},2010-01-04 11:49:46,MNL1438,PC-0074,CA9657.jpg,D0-CF-11-E0
{00000002A7A2-0FF06E87},2010-01-04 11:54:58,VVY1052,PC-0131,181C8E.doc,D0-CF-11-E0
{000000021F74-096C9019},2010-01-04 11:55:16,GGZ7460,PC-0033,40DB97.jpg,D0-CF-11-E0
{0000000244F5-08E1B9E9},2010-01-04 11:56:51,JXM6997,PC-0056,AFF5B8.doc,D0-CF-11-E0
{000000026669-326BA4B6},2010-01-04 12:00:15,NJE9267,PC-0080,409863.txt,D0-CF-11-E0
{000000020747-28CDFEF1},2010-01-04 12:01:26,DNM3159,PC-0019,E0E661.png,D0-CF-11-E0
{000000025DE5-0A91677B},2010-01-04 12:02:23,MNL1438,PC-0074,799CC6.pdf,D0-CF-11-E0
{000000027C5B-0220D15A},2010-01-04 12:07:59,QOY4162,PC-0099,576F4C.png,D0-CF-11-E0
{00000002299E-07CCC0D1},2010-01-04 12:13:43,HDA6776,PC-0040,73C462.jpg,D0-CF-11-E0
{00000001FF84-3CB7E198},2010-01-04 12:15:17,CQZ8674,PC-0013,A397D2.png,D0-CF-11-E0
{000000026D17-3C4BB7F1},2010-01-04 12:15:26,OEM8566,PC-0085,4CF6BF.txt,D0-CF-11-E0
{000000020F31-314CD653},2010-01-04 12:15:55,DPC6498,PC-0022,10030D.zip,D0-CF-11-E0
{0000000244F7-278DE094},2010-01-04 12:18:21,JXM6997,PC-0056,90AC4B.txt,D0-CF-11-E0
{00000002C7EE-1F69B04E},2010-01-04 12:20:18,ZWA2339,PC-0158,A784BC.txt,D0-CF-11-E0
{00000002850D-168E5946},2010-01-04 12:21:20,SDT4191,PC-0106,7B2D2B.png,D0-CF-11-E0
{0000000221BC-34032DF9},2010-01-04 12:23:29,GRQ1397,PC-0036,289F2F.pdf,D0-CF-11-E0
{00000001F827-33DF8627},2010-01-04 12:24:09,BFH3103,PC-0007,1C7184.txt,D0-CF-11-E0
{0000000221BE-3B886BB4},2010-01-04 12:25:01,GRQ1397,PC-0036,1A0A49.png,D0-CF-11-E0
{00000002A4A3-1A1F9070},2010-01-04 12:29:40,VVU9026,PC-0130,D09D1D.txt,D0-CF-11-E0
{000000026289-3D52B7B0},2010-01-04 12:30:01,NDV4503,PC-0078,DA99F4.pdf,D0-CF-11-E0
{00000002850C-3091CB06},2010-01-04 12:34:42,SDT4191,PC-0106,F03747.png,D0-CF-11-E0
{00000002B492-36658C52},2010-01-04 12:34:47,XTJ9675,PC-0142,B8EA35.doc,D0-CF-11-E0
{000000029497-2291C4B4},2010-01-04 12:37:05,UKR6395,PC-0118,025452.jpg,D0-CF-11-E0
{0000000244F6-0778FDE3},2010-01-04 12:37:15,JXM6997,PC-0056,29627B.png,D0-CF-11-E0
{000000028E68-3DE54042},2010-01-04 12:39:11,TTS7860,PC-0113,76F6A5.doc,D0-CF-11-E0
{0000000215EA-0A349C06},2010-01-04 12:40:09,DYK4823,PC-0025,FED1A0.txt,D0-CF-11-E0
{00000002369B-07DF10CC},2010-01-04 12:40:39,IDI9618,PC-0048,D2D6D1.zip,D0-CF-11-E0
{000000023B99-02095426},2010-01-04 12:40:59,JMM0438,PC-0053,6F7D14.jpg,D0-CF-11-E0
{00000002073E-0DB1A24C},2010-01-04 12:43:00,DNM3159,PC-0019,3655FB.pdf,D0-CF-11-E0
{00000001F5D2-3906571A},2010-01-04 12:45:16,ATM7194,PC-0003,8361EA.doc,D0-CF-11-E0
{0000000244F4-243EB0C1},2010-01-04 12:49:25,JXM6997,PC-0056,783AA6.doc,D0-CF-11-E0
{00000002ADA1-1BE1D382},2010-01-04 12:51:00,XDT1792,PC-0138,F303E3.pdf,D0-CF-11-E0
{00000002192C-24119A17},2010-01-04 12:55:30,EYT8043,PC-0030,6FBDF5.doc,D0-CF-11-E0
{000000027569-19FE8C85},2010-01-04 12:58:37,PJY0876,PC-0094,72DB3C.txt,D0-CF-11-E0
{00000002C3C7-19380E09},2010-01-04 12:59:49,ZHD4885,PC-0153,82795C.txt,D0-CF-11-E0
{00000002B24F-1FA37E05},2010-01-04 13:03:18,XGF2493,PC-0139,04D5DB.png,D0-CF-11-E0
{000000020744-26EA8F17},2010-01-04 13:05:21,DNM3159,PC-0019,324EDE.doc,D0-CF-11-E0
{000000029946-3DD79CA7},2010-01-04 13:07:12,UUU6648,PC-0122,BD0D30.png,D0-CF-11-E0
{00000002756D-16A18A0B},2010-01-04 13:08:37,PJY0876,PC-0094,8E71F2.png,D0-CF-11-E0
{000000022BB2-06951AA0},2010-01-04 13:10:00,HMR4907,PC-0043,D95935.jpg,D0-CF-11-E0
{000000027FC8-1DEDB05E},2010-01-04 13:11:51,QUT1345,PC-0101,CA2153.zip,D0-CF-11-E0
{000000022649-2573C023},2010-01-04 13:14:56,HBA3736,PC-0039,2EC13F.pdf,D0-CF-11-E0
{000000027B12-069E00C6},2010-01-04 13:16:40,QHQ5150,PC-0098,CCA9B2.jpg,D0-CF-11-E0
{00000002850F-16C123AB},2010-01-04 13:16:55,SDT4191,PC-0106,D0E765.txt,D0-CF-11-E0
{00000002A7A0-04BBB52D},2010-01-04 13:18:55,VVY1052,PC-0131,7715C4.jpg,D0-CF-11-E0
{000000023B93-1CE42CED},2010-01-04 13:20:43,JMM0438,PC-0053,D1EF14.txt,D0-CF-11-E0
{0000000280B8-0196227E},2010-01-04 13:23:19,RUT1946,PC-0104,9385EA.png,D0-CF-11-E0
{000000022BB4-30A3E560},2010-01-04 13:29:59,HMR4907,PC-0043,2E4ACE.png,D0-CF-11-E0
{000000022BB0-11433798},2010-01-04 13:31:32,HMR4907,PC-0043,D20832.zip,D0-CF-11-E0
{000000023B95-3FF8E689},2010-01-04 13:36:42,JMM0438,PC-0053,A5C3EE.zip,D0-CF-11-E0
{00000002208E-34CE9B2D},2010-01-04 13:37:08,GHR6302,PC-0034,F0A378.pdf,D0-CF-11-E0
{000000027857-39D96AA5},2010-01-04 13:38:36,QCT4158,PC-0097,070A29.jpg,D0-CF-11-E0
{000000025DE4-063D23A1},2010-01-04 13:39:48,MNL1438,PC-0074,FFE24F.pdf,D0-CF-11-E0
{000000026280-2DAA3088},2010-01-04 13:41:16,NDV4503,PC-0078,B491E9.jpg,D0-CF-11-E0
{00000002C782-11B92468},2010-01-04 13:42:15,ZUI9718,PC-0157,B495C5.zip,D0-CF-11-E0
{00000002B251-191C168B},2010-01-04 13:43:10,XGF2493,PC-0139,9C7AF0.txt,D0-CF-11-E0
{00000002C05B-17434329},2010-01-04 13:46:07,ZFG0374,PC-0151,119841.png,D0-CF-11-E0
{000000023102-118F8CC7},2010-01-04 13:49:33,ICR6722,PC-0047,E4D42B.pdf,D0-CF-11-E0
{00000002B970-3E46EC4F},2010-01-04 13:49:46,YNX1016,PC-0148,97C3C2.pdf,D0-CF-11-E0
{0000000253BD-0FB97F7F},2010-01-04 13:51:40,LJE6857,PC-0064,F4FA0D.png,D0-CF-11-E0
{00000001FCAD-20BAFE95},2010-01-04 13:52:11,COX0638,PC-0012,E652D2.jpg,D0-CF-11-E0
{000000026282-05851C49},2010-01-04 13:58:56,NDV4503,PC-0078,A3ACD3.zip,D0-CF-11-E0
{000000028C43-1475616C},2010-01-04 13:59:57,TPH4125,PC-0110,1632C4.txt,D0-CF-11-E0
{00000002A1D7-0345E963},2010-01-04 14:00:24,VKX2883,PC-0128,D68D2B.jpg,D0-CF-11-E0
{000000027C5C-2F817F32},2010-01-04 14:02:22,QOY4162,PC-0099,64E396.png,D0-CF-11-E0
{0000000216E4-1C45878E},2010-01-04 14:03:47,EEN0449,PC-0026,82B3A5.jpg,D0-CF-11-E0
{00000001FCAC-057BE02F},2010-01-04 14:05:10,COX0638,PC-0012,C269E9.pdf,D0-CF-11-E0
{000000025F7D-1DCACBCC},2010-01-04 14:05:59,MUB0827,PC-0076,45A6A8.txt,D0-CF-11-E0
{000000024BBC-16CFA2C3},2010-01-04 14:06:36,KJX0944,PC-0059,3467C8.jpg,D0-CF-11-E0
{00000002264C-36EAE879},2010-01-04 14:07:25,HBA3736,PC-0039,17C5ED.txt,D0-CF-11-E0
{000000027B11-0AB839DD},2010-01-04 14:07:57,QHQ5150,PC-0098,CFA463.doc,D0-CF-11-E0
{000000025A56-0EC3B57B},2010-01-04 14:09:17,MAP5551,PC-0070,2B1789.jpg,D0-CF-11-E0
{00000002BC51-2DB4BD2B},2010-01-04 14:11:55,ZDH5063,PC-0150,E42666.doc,D0-CF-11-E0
{00000002756B-2DD33F88},2010-01-04 14:12:42,PJY0876,PC-0094,29B9E6.png,D0-CF-11-E0
