user,total_events,total_logons,total_logoffs,after_hours_events,weekend_events,unique_pcs_x,working_days,avg_events_per_day,first_login_hour,last_logout_hour,work_duration_hours,total_device_events,total_connects,total_disconnects,after_hours_device_events,weekend_device_events,total_email_events,total_email_sent,after_hours_email_count,weekend_email_count,attachment_email_count,average_email_size_kb,average_recipient_count,total_file_events,file_open_count,file_copy_count,file_write_count,file_delete_count,files_to_removable_media,files_from_removable_media,unique_files,unique_pcs_y,after_hours_file_activity,weekend_file_count,total_http_events,http_visit_count,http_download_count,http_upload_count,after_hours_http_count,weekend_http_count,unique_urls,unique_http_pcs,O,C,E,A,N
NEC2033,712,356,356,0.0,0.0,1,356,2.0,8,15,7,0.0,0.0,0.0,0.0,0.0,3084,1075,0,0,1029,576.904387438189,1.9815175097276263,85.0,85.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,33725,33725,0,0,0,0,272,1,21,32,22,44,33
CUQ3097,712,356,356,356.0,0.0,1,356,2.0,6,17,11,0.0,0.0,0.0,0.0,0.0,3147,1107,404,0,747,432.89883625526295,1.9583730537019384,42.0,42.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,4.0,0.0,33820,33820,0,0,4205,0,126,1,43,37,13,42,37
JCF0800,42,21,21,21.0,0.0,1,21,2.0,8,18,10,0.0,0.0,0.0,0.0,0.0,188,71,20,0,40,385.5721149850399,1.893617021276596,5.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1995,1995,0,0,82,0,163,1,30,34,25,15,26
MTS0465,3642,1821,1821,2753.0,750.0,1122,457,7.969365426695842,0,23,23,0.0,0.0,0.0,0.0,0.0,4405,1540,325,921,1237,466.89539918239217,1.960045402951192,485.0,485.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,44.0,81.0,51870,51613,83,174,3429,10830,642,1,49,39,44,41,33
GDF3524,60,30,30,30.0,0.0,1,30,2.0,7,16,9,0.0,0.0,0.0,0.0,0.0,263,102,26,0,53,314.9430623217681,2.038022813688213,3.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,2850,2850,0,0,322,0,168,1,24,42,32,41,27
JLR0632,712,356,356,712.0,0.0,1,356,2.0,7,19,12,0.0,0.0,0.0,0.0,0.0,3099,1052,439,0,516,302.86506011263714,1.9716037431429487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33820,33820,0,0,4536,0,513,1,48,22,18,39,23
LKF0335,60,30,30,0.0,0.0,1,30,2.0,8,17,9,0.0,0.0,0.0,0.0,0.0,28,8,0,0,10,869.0911342075893,1.7142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300,300,0,0,0,0,69,1,41,24,35,26,32
MBG3183,1036,654,382,0.0,0.0,27,356,2.9101123595505616,8,17,9,752.0,379.0,373.0,0.0,0.0,3180,1100,0,0,1134,602.7253166150747,1.868867924528302,1988.0,862.0,516.0,224.0,386.0,348.0,948.0,668.0,1.0,0.0,0.0,35604,34814,666,124,0,0,948,1,50,42,43,29,29
PLJ1771,1364,739,625,798.0,0.0,432,157,8.687898089171975,0,23,23,4.0,2.0,2.0,2.0,0.0,1673,582,0,0,316,353.9571596682606,1.985056784219964,24.0,22.0,1.0,1.0,0.0,1.0,1.0,12.0,2.0,1.0,0.0,17902,17844,17,41,87,0,228,1,17,23,23,14,32
WAL0050,3221,1748,1473,2307.0,4.0,964,359,8.972144846796658,0,23,23,0.0,0.0,0.0,0.0,0.0,3811,1339,330,0,1051,495.4195431399239,1.9454211493046445,46.0,46.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,40584,40584,0,0,3490,0,275,1,34,41,18,33,25
